Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,BsmtFinType2,BsmtFinSF2
1243,85,RL,85,10625,Reg,Inside,NWAmes,SFoyer,7,6,1974,1974,Gable,Plywood,Plywood,BrkFace,81,TA,CBlock,Gd,Gd,GLQ,885,0,1053,TA,LwQ,168
1244,20,RL,107,13891,Reg,Inside,NridgHt,1Story,10,5,2006,2006,Gable,VinylSd,VinylSd,NA,NA,Ex,PConc,Ex,Gd,GLQ,1386,690,2076,Ex,Unf,0
1245,70,RL,NA,11435,IR1,Corner,Crawfor,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,None,0,TA,PConc,Gd,No,Unf,0,792,792,Fa,Unf,0
1246,80,RL,78,12090,Reg,Inside,NWAmes,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,74,TA,CBlock,Gd,No,Unf,0,585,585,Ex,Unf,0
1247,60,FV,65,8125,Reg,Inside,Somerst,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,756,756,Ex,Unf,0
1248,80,RL,NA,12328,IR1,Inside,Mitchel,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,335,TA,CBlock,TA,Av,GLQ,539,473,1012,TA,Unf,0
1249,75,RM,60,9600,Reg,Inside,OldTown,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,0,TA,BrkTil,Gd,No,Rec,319,416,735,Fa,Unf,0
1250,20,RL,60,7200,Reg,Inside,NAmes,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,BLQ,534,246,876,TA,Rec,96
1251,20,RL,93,11160,Reg,Corner,NAmes,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0,Gd,CBlock,TA,No,ALQ,1065,1045,2110,Ex,Unf,0
1252,120,RL,NA,3136,IR1,Corner,NridgHt,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,163,Gd,PConc,Gd,No,Unf,0,1405,1405,Ex,Unf,0
1253,20,RL,62,9858,Reg,Inside,Mitchel,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,BLQ,510,354,864,TA,Unf,0
1254,60,RL,NA,17542,IR1,Inside,Veenker,2Story,7,7,1974,2003,Gable,Wd Sdng,Wd Sdng,None,0,Gd,CBlock,TA,Gd,LwQ,125,36,1192,TA,ALQ,1031
1255,60,RL,60,6931,Reg,Inside,Edwards,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Stone,92,Gd,PConc,Gd,No,Unf,0,746,746,Ex,Unf,0
1256,50,RM,52,6240,Reg,Inside,BrkSide,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,LwQ,425,459,884,TA,Unf,0
1257,20,RL,91,14303,IR1,Corner,NoRidge,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554,Gd,PConc,Gd,Gd,GLQ,1314,672,1986,Ex,Unf,0
1258,30,RL,56,4060,Reg,Corner,Edwards,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,Fa,No,Unf,0,864,864,Ex,Unf,0
1259,80,RL,59,9587,IR1,Inside,Gilbert,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182,Gd,PConc,Gd,Gd,GLQ,655,201,856,Ex,Unf,0
1260,20,RL,65,9750,Reg,FR2,NAmes,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,No,ALQ,602,14,1054,Gd,LwQ,438
1261,60,RL,NA,24682,IR3,CulDSac,Gilbert,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,841,841,Ex,Unf,0
1262,20,RL,80,9600,Reg,Inside,NAmes,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,504,546,1050,Gd,Unf,0
1263,50,RL,NA,11250,Reg,Inside,ClearCr,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,Av,Unf,0,1104,1104,Ex,Unf,0
1264,70,RL,60,13515,Reg,Inside,BrkSide,2Story,6,6,1919,1950,Gambrel,Wd Sdng,Wd Sdng,None,0,TA,PConc,TA,No,Unf,0,764,764,Ex,Unf,0
1265,120,RH,34,4060,Reg,Inside,NAmes,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,GLQ,266,1139,1405,Ex,Unf,0
1266,160,FV,35,3735,Reg,FR3,Somerst,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218,Gd,PConc,Gd,No,GLQ,450,241,691,Ex,Unf,0
1267,190,RM,60,10120,IR1,Inside,OldTown,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,None,0,Fa,CBlock,TA,No,Unf,0,925,925,TA,Unf,0
1268,20,RL,89,13214,IR1,Inside,Timber,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0,Ex,PConc,Ex,Gd,Unf,0,2002,2002,Ex,Unf,0
1269,50,RL,NA,14100,IR1,Inside,Crawfor,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632,TA,CBlock,TA,Mn,Rec,192,536,728,Ex,Unf,0
1270,50,RL,78,11344,Reg,Inside,NAmes,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180,TA,CBlock,TA,No,BLQ,460,414,874,TA,Unf,0
1271,40,RL,NA,23595,Reg,Inside,ClearCr,1Story,7,6,1979,1979,Shed,Plywood,Plywood,None,0,Gd,PConc,Gd,Gd,GLQ,1258,74,1332,TA,Unf,0
1272,20,RL,NA,9156,IR1,Inside,NWAmes,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,Unf,0,1489,1489,Gd,Unf,0
1273,20,RL,NA,13526,IR1,CulDSac,Sawyer,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114,TA,CBlock,TA,No,BLQ,560,0,935,TA,LwQ,375
1274,80,RL,124,11512,IR1,Corner,Edwards,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84,TA,CBlock,TA,Av,ALQ,719,300,1019,Gd,Unf,0
1275,50,RL,53,5362,Reg,Corner,Crawfor,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0,TA,PConc,TA,No,Unf,0,661,661,Ex,Unf,0
1276,90,RL,95,11345,Reg,Corner,NAmes,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567,TA,CBlock,TA,No,Rec,220,708,928,Gd,Unf,0
1277,60,RL,NA,12936,IR1,CulDSac,NWAmes,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,None,0,TA,CBlock,TA,No,BLQ,593,130,723,TA,Unf,0
1278,80,RL,NA,17871,IR1,CulDSac,NWAmes,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359,TA,CBlock,Gd,Av,ALQ,528,1152,1680,Fa,Unf,0
1279,60,RL,75,9473,Reg,Inside,CollgCr,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,NA,NA,Gd,PConc,Gd,No,GLQ,804,324,1128,Ex,Unf,0
1280,50,C (all),60,7500,Reg,Inside,IDOTRR,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,698,698,TA,Unf,0
1281,20,RL,67,9808,IR1,Inside,CollgCr,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110,Gd,PConc,Gd,No,GLQ,788,785,1573,Ex,Unf,0
1282,20,RL,50,8049,IR1,CulDSac,Timber,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54,TA,CBlock,Gd,No,ALQ,1053,256,1309,TA,Unf,0
1283,20,RL,61,8800,IR1,Inside,CollgCr,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,Mn,LwQ,532,364,1040,TA,Rec,144
1284,90,RL,94,9400,Reg,Corner,Mitchel,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0,TA,CBlock,TA,Av,Unf,0,912,912,TA,Unf,0
1285,50,RL,50,9638,Reg,Inside,SWISU,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0,TA,PConc,TA,No,Unf,0,804,804,Ex,Unf,0
1286,50,RM,50,6000,Reg,Inside,BrkSide,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,780,780,Ex,Unf,0
1287,20,RL,NA,9790,Reg,Inside,NWAmes,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451,TA,CBlock,TA,No,ALQ,569,678,1328,TA,Rec,81
1288,20,RL,NA,36500,IR1,Inside,ClearCr,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621,TA,CBlock,TA,Av,Rec,812,812,1624,Fa,Unf,0
1289,120,RL,40,5664,IR1,Inside,StoneBr,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0,Gd,PConc,Gd,No,GLQ,1158,343,1501,Ex,Unf,0
1290,60,RL,86,11065,IR1,Inside,NridgHt,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788,Gd,PConc,Gd,Mn,Unf,0,1085,1085,Ex,Unf,0
1291,80,RL,NA,14112,IR1,Corner,NAmes,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86,TA,PConc,TA,Av,GLQ,1014,138,1152,TA,Unf,0
1292,160,RM,21,1680,Reg,Inside,BrDale,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268,TA,CBlock,TA,No,ALQ,231,399,630,TA,Unf,0
1293,70,RM,60,6600,Reg,Corner,OldTown,2Story,5,4,1892,1965,Gable,Wd Sdng,Wd Sdng,None,0,TA,Stone,TA,No,Unf,0,994,994,TA,Unf,0
1294,60,RL,78,10140,Reg,Inside,NWAmes,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,No,GLQ,194,638,832,TA,Unf,0
1295,20,RL,60,8172,Reg,Inside,Edwards,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0,TA,CBlock,TA,No,Rec,167,697,864,TA,Unf,0
1296,20,RL,70,8400,Reg,Inside,NAmes,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168,TA,CBlock,TA,Av,BLQ,1016,36,1052,Gd,Unf,0
1297,20,RL,80,8700,Reg,Inside,NAmes,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148,TA,CBlock,TA,Mn,ALQ,776,344,1120,Gd,Unf,0
1298,180,RM,35,3675,Reg,Inside,Edwards,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82,TA,PConc,Gd,Gd,GLQ,547,0,547,Gd,Unf,0
1299,60,RL,313,63887,IR3,Corner,Edwards,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796,Ex,PConc,Ex,Gd,GLQ,5644,466,6110,Ex,Unf,0
1300,20,RL,75,7500,Reg,Inside,NAmes,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,LwQ,340,0,1246,Ex,Rec,906
1301,60,RL,NA,10762,IR1,CulDSac,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344,Gd,PConc,Gd,No,GLQ,694,284,978,Ex,Unf,0
1302,70,RL,NA,7500,IR1,Inside,Crawfor,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,BLQ,547,224,771,Fa,Unf,0
1303,60,RL,92,10120,Reg,Inside,NoRidge,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391,Gd,PConc,Gd,No,GLQ,740,425,1165,Ex,Unf,0
1304,20,RL,73,8688,Reg,Inside,Somerst,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228,Gd,PConc,Gd,Av,Unf,0,1616,1616,Ex,Unf,0
1305,160,RM,32,3363,Reg,Inside,Edwards,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117,Gd,PConc,Gd,No,Unf,0,976,976,Ex,Unf,0
1306,20,RL,108,13173,IR1,Corner,NridgHt,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300,Gd,PConc,Ex,No,GLQ,1572,80,1652,Ex,Unf,0
1307,120,RL,48,6955,IR1,Inside,NridgHt,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94,Gd,PConc,Gd,No,Unf,0,1368,1368,Ex,Unf,0
1308,20,RL,60,8072,Reg,Inside,CollgCr,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,ALQ,746,244,990,Ex,Unf,0
1309,20,RM,100,12000,Reg,Inside,OldTown,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,GLQ,144,172,924,Ex,ALQ,608
1310,20,RL,NA,7153,Reg,Inside,SawyerW,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88,TA,CBlock,Gd,No,GLQ,1200,78,1278,Gd,Unf,0
1311,20,RL,100,17500,Reg,Inside,Crawfor,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0,Gd,PConc,Gd,Av,GLQ,1406,496,1902,TA,Unf,0
1312,20,RL,68,8814,Reg,Inside,CollgCr,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80,Gd,PConc,Gd,No,GLQ,925,349,1274,Ex,Unf,0
1313,60,RL,NA,9572,IR1,Inside,NoRidge,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336,Gd,PConc,Ex,No,GLQ,482,971,1453,Ex,Unf,0
1314,60,RL,108,14774,IR1,Corner,NoRidge,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,165,Gd,PConc,Gd,No,Unf,0,1393,1393,Ex,Unf,0
1315,20,RL,60,8190,Reg,Inside,Edwards,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,732,216,948,Ex,Unf,0
1316,60,RL,85,11075,Reg,Inside,NAmes,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Fa,Mn,ALQ,500,176,952,TA,LwQ,276
1317,20,RL,61,10226,IR1,Inside,CollgCr,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270,Gd,PConc,Ex,Gd,Unf,0,1622,1622,Ex,Unf,0
1318,120,FV,47,4230,Reg,Corner,Somerst,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Ex,No,Unf,0,1352,1352,Ex,Unf,0
1319,20,RL,NA,14781,IR2,CulDSac,CollgCr,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178,Gd,PConc,Gd,Gd,Unf,0,1753,1753,Ex,Unf,0
1320,20,RL,75,10215,Reg,Inside,Edwards,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132,TA,PConc,TA,No,ALQ,492,372,864,Ex,Unf,0
1321,20,RL,70,8400,Reg,Inside,NAmes,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,ALQ,189,628,1478,Gd,Rec,661
1322,20,RL,NA,6627,IR1,Corner,BrkSide,1Story,3,6,1949,1950,Hip,VinylSd,VinylSd,None,0,TA,CBlock,NA,NA,NA,0,0,0,TA,NA,0
1323,60,RL,107,10186,IR1,Inside,NoRidge,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Gd,No,GLQ,674,76,750,Ex,Unf,0
1324,30,RL,50,5330,Reg,Inside,BrkSide,1Story,4,7,1940,1950,Hip,VinylSd,VinylSd,None,0,Fa,CBlock,TA,No,LwQ,280,140,420,Gd,Unf,0
1325,20,RL,75,9986,Reg,Inside,Somerst,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,428,Gd,PConc,Ex,Av,Unf,0,1795,1795,Ex,Unf,0
1326,30,RM,40,3636,Reg,Inside,IDOTRR,1Story,4,4,1922,1950,Gable,AsbShng,AsbShng,None,0,TA,BrkTil,TA,No,Unf,0,796,796,Fa,Unf,0
1327,30,RH,70,4270,Reg,Inside,Edwards,1Story,3,6,1931,2006,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,Rec,544,0,544,Ex,Unf,0
1328,20,RL,60,6600,Reg,Inside,Mitchel,1Story,5,9,1982,2008,Gable,VinylSd,VinylSd,None,0,Gd,CBlock,TA,No,ALQ,641,175,816,Ex,Unf,0
1329,50,RM,60,10440,Reg,Corner,OldTown,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,None,0,Gd,BrkTil,Gd,No,LwQ,493,1017,1510,Ex,Unf,0
1330,60,RL,63,9084,IR1,Inside,Gilbert,2Story,7,5,1998,1998,Hip,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,935,935,Gd,Unf,0
1331,20,RL,85,10000,Reg,Inside,Somerst,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,410,Gd,PConc,Gd,Av,Unf,0,1588,1588,Ex,Unf,0
1332,80,RL,55,10780,IR1,Inside,CollgCr,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,Av,ALQ,483,428,911,Gd,Unf,0
1333,20,RL,67,8877,Reg,Inside,Edwards,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,Mn,ALQ,690,126,816,Ex,Unf,0
1334,50,RM,60,7200,Reg,Corner,IDOTRR,1.5Fin,5,6,1938,1995,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,803,803,Ex,Unf,0
1335,160,RM,24,2368,Reg,Inside,BrDale,2Story,5,6,1970,1970,Gable,HdBoard,HdBoard,None,312,TA,CBlock,TA,No,LwQ,765,0,765,TA,Unf,0
1336,20,RL,80,9650,Reg,Inside,NWAmes,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360,TA,CBlock,Gd,No,ALQ,686,664,1350,TA,Unf,0
1337,90,RL,87,9246,IR1,Inside,NWAmes,1Story,5,5,1973,1973,Gable,Plywood,Plywood,BrkFace,564,TA,CBlock,TA,No,Unf,0,1656,1656,TA,Unf,0
1338,30,RM,153,4118,IR1,Corner,OldTown,1Story,4,4,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,693,693,Fa,Unf,0
1339,60,RL,95,13450,IR1,Corner,CollgCr,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,700,216,916,Ex,Unf,0
1340,20,RL,120,9560,IR1,Corner,CollgCr,1Story,5,7,1972,1972,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,Mn,Rec,360,504,864,Ex,Unf,0
1341,20,RL,70,8294,Reg,Inside,NAmes,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,858,858,TA,Unf,0
1342,20,RL,66,13695,Reg,Inside,SawyerW,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,GLQ,814,300,1114,Ex,Unf,0
1343,60,RL,NA,9375,Reg,Inside,CollgCr,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,149,Gd,PConc,Gd,No,Unf,0,1284,1284,Ex,Unf,0
1344,50,RL,57,7558,Reg,Inside,Crawfor,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,None,0,TA,BrkTil,TA,No,Unf,0,896,896,Gd,Unf,0
1345,60,RL,85,11103,IR1,Corner,CollgCr,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,728,728,Ex,Unf,0
1346,30,RM,50,6000,Reg,Inside,OldTown,1Story,4,4,1920,1950,Hip,MetalSd,MetalSd,None,0,TA,PConc,TA,No,ALQ,250,710,960,Gd,Unf,0
1347,20,RL,NA,20781,IR2,CulDSac,NWAmes,1Story,7,7,1968,2003,Hip,BrkFace,HdBoard,None,0,TA,CBlock,TA,No,BLQ,297,1203,1568,TA,Rec,68
1348,20,RL,93,15306,IR1,Corner,Timber,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,100,Gd,PConc,Ex,Gd,GLQ,80,1652,1732,Ex,Unf,0
1349,20,RL,NA,16196,IR3,Inside,SawyerW,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Gd,GLQ,1443,39,1482,Ex,Unf,0
1350,70,RM,50,5250,Reg,Inside,OldTown,2Story,8,5,1872,1987,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,LwQ,259,425,684,Fa,Unf,0
1351,90,RL,91,11643,Reg,Inside,NAmes,2Story,5,5,1969,1969,Gable,MetalSd,MetalSd,BrkFace,368,TA,CBlock,TA,No,LwQ,500,748,1248,TA,Unf,0
1352,60,RL,70,9247,IR1,Inside,NAmes,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318,TA,CBlock,TA,No,Rec,319,539,858,Ex,Unf,0
1353,50,RM,50,6000,Reg,Inside,BrkSide,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0,Gd,BrkTil,TA,No,Unf,0,698,698,TA,Unf,0
1354,50,RL,56,14720,IR1,CulDSac,NoRidge,1.5Fin,8,5,1995,1996,Hip,VinylSd,VinylSd,BrkFace,579,Gd,PConc,Gd,Av,GLQ,816,1217,2033,Ex,Unf,0
1355,60,RL,NA,10316,IR1,Inside,CollgCr,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,735,257,992,Ex,Unf,0
1356,80,RL,102,10192,IR1,Inside,NWAmes,SLvl,7,6,1968,1992,Gable,MetalSd,MetalSd,BrkFace,143,TA,CBlock,TA,No,Unf,0,570,570,Gd,Unf,0
1357,20,RL,NA,9477,Reg,Corner,NAmes,1Story,5,5,1966,1966,Gable,HdBoard,HdBoard,BrkFace,65,TA,CBlock,TA,No,Rec,340,524,864,TA,Unf,0
1358,20,RL,NA,12537,IR1,CulDSac,NAmes,1Story,5,6,1971,2008,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,GLQ,734,344,1078,Ex,Unf,0
1359,160,FV,NA,2117,Reg,Inside,Somerst,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216,Gd,PConc,Gd,No,GLQ,378,378,756,Ex,Unf,0
1360,20,RL,129,16737,Reg,FR3,NridgHt,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,66,Gd,PConc,Ex,Av,GLQ,1447,533,1980,Ex,Unf,0
1361,70,RL,51,9842,Reg,Inside,SWISU,2Story,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,612,612,Ex,Unf,0
1362,20,RL,124,16158,IR1,Inside,StoneBr,1Story,7,5,2005,2005,Hip,VinylSd,VinylSd,Stone,16,Gd,PConc,Ex,Av,ALQ,1274,256,1530,Ex,Unf,0
1363,50,RL,NA,12513,IR1,FR2,NAmes,1.5Fin,4,4,1920,2007,Gable,VinylSd,VinylSd,None,0,TA,BrkTil,TA,No,Unf,0,715,715,Gd,Unf,0
1364,60,RL,73,8499,IR1,Inside,Gilbert,2Story,6,5,2006,2007,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,616,616,Ex,Unf,0
1365,160,FV,30,3180,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,Unf,0,600,600,Ex,Unf,0
1366,60,FV,NA,7500,Reg,Inside,Somerst,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,533,281,814,Ex,Unf,0
1367,60,RL,68,9179,IR1,Inside,CollgCr,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,158,Gd,PConc,Gd,No,GLQ,633,240,873,Ex,Unf,0
1368,160,RM,41,2665,Reg,Inside,MeadowV,2Story,5,6,1977,1977,Gable,CemntBd,CmentBd,None,0,TA,PConc,TA,No,ALQ,548,36,757,Ex,Rec,173
1369,120,RM,NA,4435,Reg,Inside,CollgCr,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,170,Gd,PConc,Gd,Av,GLQ,685,163,848,Ex,Unf,0
1370,20,RL,48,10635,IR2,FR2,CollgCr,1Story,8,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,171,Gd,PConc,Gd,Av,BLQ,370,315,1657,Ex,GLQ,972
1371,50,RL,90,5400,Reg,Corner,OldTown,1.5Fin,4,6,1920,1950,Gable,CBlock,CBlock,None,0,Fa,PConc,TA,No,ALQ,315,420,840,Ex,Rec,105
1372,80,RL,80,9600,Reg,Inside,NAmes,SLvl,6,6,1955,1996,Hip,AsbShng,AsbShng,None,0,TA,CBlock,TA,Av,BLQ,831,161,992,Gd,Unf,0
1373,60,RL,75,9750,Reg,Corner,CollgCr,2Story,7,6,1998,1998,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Av,GLQ,975,133,1108,Ex,Unf,0
1374,20,RL,NA,11400,Reg,Inside,NoRidge,1Story,10,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,705,Ex,PConc,Ex,Gd,GLQ,1282,1351,2633,Ex,Unf,0
1375,60,FV,85,10625,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,CemntBd,CmentBd,None,0,Gd,PConc,Gd,No,Unf,0,1026,1026,Ex,Unf,0
1376,20,RL,89,10991,IR1,Inside,Timber,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,80,Gd,PConc,Gd,Gd,Unf,0,1571,1571,Ex,Unf,0
1377,30,RL,52,6292,Reg,Inside,SWISU,1Story,6,5,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Gd,Mn,Rec,384,384,768,TA,Unf,0
1378,50,RL,60,10998,Reg,Inside,Edwards,1.5Fin,5,5,1941,1960,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,LwQ,408,156,984,Ex,BLQ,420
1379,160,RM,21,1953,Reg,Inside,BrDale,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,408,TA,CBlock,TA,No,BLQ,309,174,483,TA,Unf,0
1380,80,RL,73,9735,Reg,Inside,Timber,SLvl,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,384,384,Gd,Unf,0
1381,30,RL,45,8212,Reg,Inside,Edwards,1Story,3,3,1914,1950,Gable,Stucco,Stucco,None,0,TA,BrkTil,TA,No,Rec,203,661,864,TA,Unf,0
1382,20,RL,NA,12925,IR1,Corner,NAmes,1Story,6,7,1970,1970,Gable,BrkFace,Plywood,None,0,TA,CBlock,TA,Mn,BLQ,865,340,1205,Ex,Unf,0
